Order ID,Order Date,Ship Date,Customer ID,Product ID,Quantity,Unit Price,Discount %,Sales,Cost,Profit,City,State,Region,Salesperson,Payment Mode
ORD105715,12-08-2025,15-08-2025,C0085,P102,4,12000,25.00,36000,36000,0,Noida,Uttar Pradesh,North,Neha,Net Banking
ORD105716,05-07-2025,09-07-2025,C0665,P111,2,9500,30.00,13300,14400,-1100,Mumbai,Maharashtra,West,Simran,UPI
ORD105717,09-07-2025,16-07-2025,C1005,P113,1,120,10.00,108,60,48,Kochi,Kerala,South,Ankit,Cash
ORD105718,11-06-2025,15-06-2025,C0362,P112,1,300,30.00,210,170,40,Ahmedabad,Gujarat,West,Neha,Credit Card
ORD105719,27-09-2025,01-10-2025,C0485,P105,5,15000,5.00,71250,55000,16250,Patna,Bihar,East,Raj,Credit Card
ORD105720,13-09-2025,19-09-2025,C0285,P107,5,3000,25.00,11250,11000,250,Ahmedabad,Gujarat,West,Raj,Cash
ORD105721,29-03-2025,02-04-2025,C0330,P103,5,800,30.00,2800,2250,550,Patna,Bihar,East,Priya,Debit Card
ORD105722,11-05-2025,18-05-2025,C0869,P101,4,55000,15.00,187000,168000,19000,Bengaluru,Karnataka,South,Priya,Cash
ORD105723,01-11-2025,05-11-2025,C0233,P107,5,3000,15.00,12750,11000,1750,Delhi,Delhi,North,Ankit,Net Banking
ORD105724,07-07-2025,13-07-2025,C0107,P115,4,250,15.00,850,520,330,Ahmedabad,Gujarat,West,Ritu,Net Banking
ORD105725,02-09-2025,09-09-2025,C0881,P107,3,3000,30.00,6300,6600,-300,Lucknow,Uttar Pradesh,North,Priya,Net Banking
ORD105726,13-05-2025,18-05-2025,C0907,P110,5,7000,20.00,28000,25000,3000,Kolkata,West Bengal,East,Naveen,Net Banking
ORD105727,08-02-2025,09-02-2025,C0615,P103,5,800,5.00,3800,2250,1550,Kochi,Kerala,South,Deepak,Debit Card
ORD105728,29-09-2025,02-10-2025,C0582,P107,3,3000,5.00,8550,6600,1950,Mumbai,Maharashtra,West,Ritu,Debit Card
ORD105729,13-05-2025,15-05-2025,C0689,P114,1,180,30.00,126,90,36,Patna,Bihar,East,Naveen,UPI
ORD105730,31-01-2025,04-02-2025,C0943,P111,1,9500,30.00,6650,7200,-550,Bengaluru,Karnataka,South,Raj,Net Banking
ORD105731,21-09-2025,25-09-2025,C0997,P113,4,120,25.00,360,240,120,Mumbai,Maharashtra,West,Neha,Cash
ORD105732,31-01-2025,04-02-2025,C0971,P115,5,250,25.00,937.5,650,287.5,Coimbatore,Tamil Nadu,South,Deepak,Credit Card
ORD105733,26-09-2025,28-09-2025,C0110,P104,3,1500,15.00,3825,2700,1125,Patna,Bihar,East,Raj,Cash
ORD105734,14-06-2025,20-06-2025,C0531,P104,3,1500,30.00,3150,2700,450,Pune,Maharashtra,West,Raj,Cash
ORD105735,23-07-2025,27-07-2025,C0589,P106,5,2500,20.00,10000,8500,1500,Noida,Uttar Pradesh,North,Ankit,UPI
ORD105736,11-04-2025,12-04-2025,C0513,P106,3,2500,10.00,6750,5100,1650,Kochi,Kerala,South,Neha,Credit Card
ORD105737,26-03-2025,31-03-2025,C1095,P106,2,2500,15.00,4250,3400,850,Bengaluru,Karnataka,South,Ankit,Net Banking
ORD105738,04-06-2025,10-06-2025,C0433,P107,4,3000,5.00,11400,8800,2600,Kochi,Kerala,South,Simran,Net Banking
ORD105739,02-06-2025,05-06-2025,C1106,P103,3,800,15.00,2040,1350,690,Bhubaneswar,Odisha,East,Priya,Net Banking
ORD105740,12-03-2025,13-03-2025,C0417,P115,4,250,0.00,1000,520,480,Guwahati,Assam,East,Simran,Debit Card
ORD105741,10-12-2025,14-12-2025,C0756,P104,5,1500,0.00,7500,4500,3000,Ahmedabad,Gujarat,West,Ritu,Credit Card
ORD105742,19-04-2025,21-04-2025,C0453,P114,2,180,0.00,360,180,180,Lucknow,Uttar Pradesh,North,Deepak,UPI
ORD105743,11-06-2025,17-06-2025,C0709,P113,2,120,30.00,168,120,48,Chandigarh,Chandigarh,North,Raj,Debit Card
ORD105744,06-11-2025,13-11-2025,C0454,P108,4,6500,15.00,22100,17200,4900,Chandigarh,Chandigarh,North,Ritu,UPI
ORD105745,10-02-2025,15-02-2025,C0390,P103,4,800,20.00,2560,1800,760,Indore,Madhya Pradesh,West,Karan,Credit Card
ORD105746,21-05-2025,22-05-2025,C0015,P103,5,800,0.00,4000,2250,1750,Kolkata,West Bengal,East,Karan,UPI
ORD105747,23-04-2025,26-04-2025,C1126,P105,2,15000,30.00,21000,22000,-1000,Mumbai,Maharashtra,West,Ritu,Cash
ORD105748,13-06-2025,18-06-2025,C0724,P108,1,6500,30.00,4550,4300,250,Jaipur,Rajasthan,North,Ankit,UPI
ORD105749,06-04-2025,13-04-2025,C0626,P102,4,12000,25.00,36000,36000,0,Bengaluru,Karnataka,South,Raj,Cash
ORD105750,21-10-2025,24-10-2025,C0478,P101,8,55000,25.00,330000,336000,-6000,Patna,Bihar,East,Raj,Credit Card
ORD105751,26-12-2025,30-12-2025,C0048,P109,3,8500,30.00,17850,18300,-450,Chennai,Tamil Nadu,South,Simran,Net Banking
ORD105752,14-06-2025,15-06-2025,C0975,P101,3,55000,25.00,123750,126000,-2250,Indore,Madhya Pradesh,West,Neha,Cash
ORD105753,17-05-2025,22-05-2025,C0976,P106,1,2500,15.00,2125,1700,425,Guwahati,Assam,East,Karan,Credit Card
ORD105754,27-11-2025,28-11-2025,C0910,P112,4,300,10.00,1080,680,400,Guwahati,Assam,East,Priya,Debit Card
ORD105755,30-05-2025,04-06-2025,C0721,P110,1,7000,5.00,6650,5000,1650,Kolkata,West Bengal,East,Simran,Cash
ORD105756,03-03-2025,09-03-2025,C0353,P103,4,800,15.00,2720,1800,920,Ranchi,Jharkhand,East,Simran,Debit Card
ORD105757,14-11-2025,19-11-2025,C0938,P102,4,12000,30.00,33600,36000,-2400,Bhubaneswar,Odisha,East,Neha,Debit Card
ORD105758,03-03-2025,05-03-2025,C0315,P115,3,250,25.00,562.5,390,172.5,Bengaluru,Karnataka,South,Raj,UPI
ORD105759,14-01-2025,18-01-2025,C1150,P104,5,1500,30.00,5250,4500,750,Patna,Bihar,East,Priya,Credit Card
ORD105760,23-11-2025,29-11-2025,C0444,P111,8,9500,10.00,68400,57600,10800,Bengaluru,Karnataka,South,Amit,Net Banking
ORD105761,10-04-2025,15-04-2025,C0051,P104,3,1500,0.00,4500,2700,1800,Chandigarh,Chandigarh,North,Amit,Net Banking
ORD105762,08-07-2025,14-07-2025,C0495,P104,5,1500,10.00,6750,4500,2250,Delhi,Delhi,North,Raj,Net Banking
ORD105763,21-01-2025,26-01-2025,C0658,P107,2,3000,10.00,5400,4400,1000,Ranchi,Jharkhand,East,Ankit,Net Banking
ORD105764,04-07-2025,11-07-2025,C0731,P111,1,9500,10.00,8550,7200,1350,Bhubaneswar,Odisha,East,Naveen,Cash
ORD105765,02-05-2025,04-05-2025,C0568,P108,3,6500,25.00,14625,12900,1725,Patna,Bihar,East,Raj,Cash
ORD105766,05-05-2025,10-05-2025,C0810,P105,5,15000,30.00,52500,55000,-2500,Ranchi,Jharkhand,East,Raj,Credit Card
ORD105767,26-04-2025,03-05-2025,C0159,P113,4,120,30.00,336,240,96,Bengaluru,Karnataka,South,Priya,Cash
ORD105768,31-12-2025,01-01-2026,C0334,P103,2,800,20.00,1280,900,380,Pune,Maharashtra,West,Priya,Cash
ORD105769,31-07-2025,03-08-2025,C0129,P105,5,15000,0.00,75000,55000,20000,Ahmedabad,Gujarat,West,Raj,Credit Card
ORD105770,05-11-2025,12-11-2025,C0370,P101,2,55000,25.00,82500,84000,-1500,Guwahati,Assam,East,Raj,Cash
ORD105771,28-01-2025,02-02-2025,C0794,P110,3,7000,25.00,15750,15000,750,Bhubaneswar,Odisha,East,Raj,Debit Card
ORD105772,06-02-2025,12-02-2025,C0672,P115,3,250,5.00,712.5,390,322.5,Chennai,Tamil Nadu,South,Neha,Credit Card
ORD105773,10-04-2025,11-04-2025,C0515,P106,4,2500,15.00,8500,6800,1700,Chennai,Tamil Nadu,South,Ritu,Cash
ORD105774,08-05-2025,13-05-2025,C0670,P104,5,1500,0.00,7500,4500,3000,Ahmedabad,Gujarat,West,Neha,Net Banking
ORD105775,25-06-2025,27-06-2025,C1021,P109,1,8500,15.00,7225,6100,1125,Delhi,Delhi,North,Amit,Net Banking
ORD105776,08-05-2025,12-05-2025,C0103,P107,2,3000,25.00,4500,4400,100,Hyderabad,Telangana,South,Neha,Net Banking
ORD105777,18-10-2025,20-10-2025,C0473,P115,2,250,10.00,450,260,190,Indore,Madhya Pradesh,West,Ankit,Cash
ORD105778,09-02-2025,14-02-2025,C0523,P105,3,15000,30.00,31500,33000,-1500,Bhubaneswar,Odisha,East,Deepak,Credit Card
ORD105779,08-07-2025,15-07-2025,C1046,P106,3,2500,0.00,7500,5100,2400,Indore,Madhya Pradesh,West,Karan,Debit Card
ORD105780,23-03-2025,26-03-2025,C0774,P113,2,120,15.00,204,120,84,Hyderabad,Telangana,South,Priya,Net Banking
ORD105781,27-09-2025,30-09-2025,C0850,P111,5,9500,0.00,47500,36000,11500,Chennai,Tamil Nadu,South,Naveen,Credit Card
ORD105782,23-12-2025,30-12-2025,C0082,P106,3,2500,0.00,7500,5100,2400,Jaipur,Rajasthan,North,Amit,UPI
ORD105783,09-06-2025,15-06-2025,C0647,P105,3,15000,10.00,40500,33000,7500,Guwahati,Assam,East,Karan,Cash
ORD105784,28-12-2025,31-12-2025,C0289,P107,8,3000,30.00,16800,17600,-800,Pune,Maharashtra,West,Deepak,UPI
ORD105785,15-10-2025,20-10-2025,C0649,P106,5,2500,15.00,10625,8500,2125,Kochi,Kerala,South,Amit,Debit Card
ORD105786,07-03-2025,09-03-2025,C0025,P106,4,2500,20.00,8000,6800,1200,Bengaluru,Karnataka,South,Ritu,Credit Card
ORD105787,02-04-2025,05-04-2025,C0734,P106,5,2500,25.00,9375,8500,875,Ranchi,Jharkhand,East,Deepak,UPI
ORD105788,14-03-2025,20-03-2025,C0063,P107,2,3000,20.00,4800,4400,400,Pune,Maharashtra,West,Ritu,Cash
ORD105789,31-08-2025,02-09-2025,C0391,P111,5,9500,20.00,38000,36000,2000,Hyderabad,Telangana,South,Karan,Credit Card
ORD105790,19-06-2025,23-06-2025,C0872,P105,1,15000,10.00,13500,11000,2500,Patna,Bihar,East,Deepak,Debit Card
ORD105791,22-03-2025,27-03-2025,C1166,P115,1,250,10.00,225,130,95,Chandigarh,Chandigarh,North,Deepak,Net Banking
ORD105792,16-09-2025,19-09-2025,C0030,P115,3,250,25.00,562.5,390,172.5,Kolkata,West Bengal,East,Amit,Credit Card
ORD105793,16-10-2025,21-10-2025,C0261,P112,5,300,20.00,1200,850,350,Patna,Bihar,East,Neha,Debit Card
ORD105794,23-01-2025,27-01-2025,C0407,P112,5,300,5.00,1425,850,575,Kolkata,West Bengal,East,Deepak,Net Banking
ORD105795,01-07-2025,04-07-2025,C0479,P102,1,12000,30.00,8400,9000,-600,Ahmedabad,Gujarat,West,Ritu,UPI
ORD105796,11-08-2025,17-08-2025,C0250,P103,5,800,5.00,3800,2250,1550,Jaipur,Rajasthan,North,Raj,UPI
ORD105797,29-09-2025,06-10-2025,C0035,P115,1,250,5.00,237.5,130,107.5,Kochi,Kerala,South,Naveen,Net Banking
ORD105798,11-03-2025,18-03-2025,C1185,P109,5,8500,5.00,40375,30500,9875,Bhubaneswar,Odisha,East,Karan,Cash
ORD105799,17-11-2025,20-11-2025,C1002,P104,2,1500,5.00,2850,1800,1050,Indore,Madhya Pradesh,West,Amit,Cash
ORD105800,14-02-2025,21-02-2025,C0111,P114,1,180,5.00,171,90,81,Surat,Gujarat,West,Ankit,Debit Card
ORD105801,04-02-2025,09-02-2025,C0998,P111,5,9500,20.00,38000,36000,2000,Kochi,Kerala,South,Neha,Credit Card
ORD105802,25-12-2025,31-12-2025,C0083,P107,1,3000,25.00,2250,2200,50,Patna,Bihar,East,Naveen,Cash
ORD105803,16-03-2025,20-03-2025,C0960,P111,4,9500,5.00,36100,28800,7300,Chandigarh,Chandigarh,North,Deepak,Debit Card
ORD105804,15-11-2025,20-11-2025,C0588,P104,3,1500,25.00,3375,2700,675,Hyderabad,Telangana,South,Ankit,Net Banking
ORD105805,03-12-2025,06-12-2025,C1052,P109,2,8500,0.00,17000,12200,4800,Bengaluru,Karnataka,South,Amit,Net Banking
ORD105806,07-12-2025,08-12-2025,C0073,P104,8,1500,15.00,10200,7200,3000,Mumbai,Maharashtra,West,Ankit,Debit Card
ORD105807,30-01-2025,03-02-2025,C1144,P114,4,180,10.00,648,360,288,Delhi,Delhi,North,Neha,Debit Card
ORD105808,21-11-2025,24-11-2025,C1154,P109,3,8500,25.00,19125,18300,825,Bhubaneswar,Odisha,East,Neha,Credit Card
ORD105809,20-11-2025,21-11-2025,C0862,P115,5,250,20.00,1000,650,350,Ahmedabad,Gujarat,West,Simran,Net Banking
ORD105810,24-04-2025,25-04-2025,C0784,P101,1,55000,5.00,52250,42000,10250,Kochi,Kerala,South,Karan,UPI
ORD105811,31-05-2025,06-06-2025,C0718,P111,1,9500,30.00,6650,7200,-550,Hyderabad,Telangana,South,Raj,Debit Card
ORD105812,19-06-2025,23-06-2025,C0828,P114,4,180,0.00,720,360,360,Kochi,Kerala,South,Karan,Cash
ORD105813,23-07-2025,26-07-2025,C0256,P112,1,300,15.00,255,170,85,Bengaluru,Karnataka,South,Ankit,UPI
ORD105814,25-06-2025,02-07-2025,C0835,P109,3,8500,5.00,24225,18300,5925,Patna,Bihar,East,Simran,Credit Card
ORD105815,06-05-2025,08-05-2025,C0707,P108,3,6500,15.00,16575,12900,3675,Surat,Gujarat,West,Raj,Credit Card
ORD105816,19-12-2025,21-12-2025,C0335,P107,2,3000,20.00,4800,4400,400,Noida,Uttar Pradesh,North,Naveen,Debit Card
ORD105817,14-06-2025,19-06-2025,C0363,P111,5,9500,20.00,38000,36000,2000,Noida,Uttar Pradesh,North,Raj,Credit Card
ORD105818,24-10-2025,25-10-2025,C0779,P115,6,250,20.00,1200,780,420,Pune,Maharashtra,West,Amit,Net Banking
ORD105819,11-07-2025,14-07-2025,C0728,P109,2,8500,25.00,12750,12200,550,Pune,Maharashtra,West,Amit,Cash
ORD105820,28-05-2025,29-05-2025,C0602,P101,3,55000,20.00,132000,126000,6000,Jaipur,Rajasthan,North,Karan,Cash
ORD105821,31-07-2025,06-08-2025,C0196,P109,3,8500,0.00,25500,18300,7200,Kochi,Kerala,South,Karan,Debit Card
ORD105822,02-01-2025,05-01-2025,C0338,P109,2,8500,0.00,17000,12200,4800,Jaipur,Rajasthan,North,Simran,Cash
ORD105823,21-12-2025,23-12-2025,C0183,P101,6,55000,30.00,231000,252000,-21000,Guwahati,Assam,East,Simran,Cash
ORD105824,30-06-2025,05-07-2025,C0096,P104,3,1500,0.00,4500,2700,1800,Chandigarh,Chandigarh,North,Ritu,Credit Card
ORD105825,09-09-2025,14-09-2025,C0792,P102,3,12000,10.00,32400,27000,5400,Coimbatore,Tamil Nadu,South,Naveen,Net Banking
ORD105826,18-01-2025,25-01-2025,C1138,P115,1,250,20.00,200,130,70,Kochi,Kerala,South,Amit,Net Banking
ORD105827,27-02-2025,03-03-2025,C1003,P104,1,1500,20.00,1200,900,300,Pune,Maharashtra,West,Neha,Cash
ORD105828,09-12-2025,11-12-2025,C0646,P109,4,8500,20.00,27200,24400,2800,Delhi,Delhi,North,Karan,UPI
ORD105829,16-08-2025,17-08-2025,C0288,P107,1,3000,5.00,2850,2200,650,Kolkata,West Bengal,East,Neha,Cash
ORD105830,12-08-2025,14-08-2025,C0741,P113,3,120,0.00,360,180,180,Indore,Madhya Pradesh,West,Neha,Credit Card
ORD105831,28-06-2025,03-07-2025,C0064,P112,5,300,5.00,1425,850,575,Ahmedabad,Gujarat,West,Amit,Debit Card
ORD105832,17-12-2025,22-12-2025,C1143,P106,4,2500,10.00,9000,6800,2200,Jaipur,Rajasthan,North,Priya,Net Banking
ORD105833,04-08-2025,09-08-2025,C0322,P102,3,12000,25.00,27000,27000,0,Kolkata,West Bengal,East,Deepak,Net Banking
ORD105834,04-04-2025,06-04-2025,C0548,P101,5,55000,25.00,206250,210000,-3750,Delhi,Delhi,North,Neha,Debit Card
ORD105835,10-01-2025,17-01-2025,C1071,P106,2,2500,25.00,3750,3400,350,Bengaluru,Karnataka,South,Priya,Debit Card
ORD105836,14-02-2025,19-02-2025,C1107,P103,4,800,5.00,3040,1800,1240,Kolkata,West Bengal,East,Neha,Cash
ORD105837,07-04-2025,09-04-2025,C0212,P113,3,120,10.00,324,180,144,Lucknow,Uttar Pradesh,North,Deepak,Net Banking
ORD105838,18-10-2025,23-10-2025,C1157,P113,5,120,15.00,510,300,210,Bengaluru,Karnataka,South,Naveen,UPI
ORD105839,11-01-2025,13-01-2025,C0754,P111,2,9500,20.00,15200,14400,800,Chennai,Tamil Nadu,South,Amit,UPI
ORD105840,18-10-2025,21-10-2025,C0042,P109,1,8500,20.00,6800,6100,700,Guwahati,Assam,East,Priya,Credit Card
ORD105841,29-04-2025,30-04-2025,C0190,P111,4,9500,25.00,28500,28800,-300,Chennai,Tamil Nadu,South,Ankit,Debit Card
ORD105842,27-06-2025,29-06-2025,C0574,P102,1,12000,0.00,12000,9000,3000,Delhi,Delhi,North,Priya,Credit Card
ORD105843,08-09-2025,10-09-2025,C0990,P107,2,3000,20.00,4800,4400,400,Kochi,Kerala,South,Neha,Credit Card
ORD105844,15-07-2025,21-07-2025,C0805,P104,4,1500,30.00,4200,3600,600,Lucknow,Uttar Pradesh,North,Raj,Net Banking
ORD105845,06-05-2025,12-05-2025,C0208,P103,2,800,20.00,1280,900,380,Delhi,Delhi,North,Deepak,Debit Card
ORD105846,25-06-2025,01-07-2025,C0296,P115,5,250,5.00,1187.5,650,537.5,Chandigarh,Chandigarh,North,Raj,UPI
ORD105847,20-04-2025,27-04-2025,C0230,P111,3,9500,10.00,25650,21600,4050,Chandigarh,Chandigarh,North,Deepak,Credit Card
ORD105848,25-12-2025,01-01-2026,C0480,P115,1,250,25.00,187.5,130,57.5,Bhubaneswar,Odisha,East,Neha,Credit Card
ORD105849,07-12-2025,14-12-2025,C1001,P115,2,250,10.00,450,260,190,Noida,Uttar Pradesh,North,Ankit,Debit Card
ORD105850,11-07-2025,18-07-2025,C0845,P107,2,3000,5.00,5700,4400,1300,Jaipur,Rajasthan,North,Amit,Net Banking
ORD105851,04-05-2025,09-05-2025,C1024,P115,1,250,0.00,250,130,120,Coimbatore,Tamil Nadu,South,Ritu,Debit Card
ORD105852,29-10-2025,04-11-2025,C0632,P110,6,7000,15.00,35700,30000,5700,Bhubaneswar,Odisha,East,Amit,Net Banking
ORD105853,12-01-2025,17-01-2025,C0139,P108,2,6500,20.00,10400,8600,1800,Coimbatore,Tamil Nadu,South,Deepak,Debit Card
ORD105854,05-05-2025,10-05-2025,C1055,P104,2,1500,10.00,2700,1800,900,Coimbatore,Tamil Nadu,South,Naveen,Cash
ORD105855,06-02-2025,07-02-2025,C0112,P102,3,12000,20.00,28800,27000,1800,Indore,Madhya Pradesh,West,Raj,Debit Card
ORD105856,16-03-2025,20-03-2025,C0065,P101,2,55000,30.00,77000,84000,-7000,Guwahati,Assam,East,Raj,UPI
ORD105857,24-05-2025,29-05-2025,C0395,P112,5,300,5.00,1425,850,575,Ranchi,Jharkhand,East,Naveen,UPI
ORD105858,27-09-2025,03-10-2025,C1119,P109,3,8500,5.00,24225,18300,5925,Chandigarh,Chandigarh,North,Raj,Cash
ORD105859,13-04-2025,14-04-2025,C0215,P115,5,250,10.00,1125,650,475,Ranchi,Jharkhand,East,Deepak,Debit Card
ORD105860,26-04-2025,03-05-2025,C0069,P102,1,12000,30.00,8400,9000,-600,Hyderabad,Telangana,South,Raj,Cash
ORD105861,06-07-2025,09-07-2025,C0286,P113,5,120,10.00,540,300,240,Kolkata,West Bengal,East,Amit,Cash
ORD105862,07-12-2025,09-12-2025,C0852,P101,2,55000,0.00,110000,84000,26000,Ahmedabad,Gujarat,West,Deepak,Net Banking
ORD105863,30-07-2025,31-07-2025,C0312,P112,4,300,10.00,1080,680,400,Surat,Gujarat,West,Amit,Debit Card
ORD105864,13-12-2025,18-12-2025,C1163,P114,8,180,30.00,1008,720,288,Ranchi,Jharkhand,East,Simran,Debit Card
ORD105865,19-02-2025,24-02-2025,C0470,P105,1,15000,5.00,14250,11000,3250,Chandigarh,Chandigarh,North,Ankit,Cash
ORD105866,29-03-2025,01-04-2025,C0429,P108,3,6500,5.00,18525,12900,5625,Chandigarh,Chandigarh,North,Priya,Cash
ORD105867,22-03-2025,24-03-2025,C0037,P104,5,1500,0.00,7500,4500,3000,Pune,Maharashtra,West,Priya,Debit Card
ORD105868,13-06-2025,15-06-2025,C0154,P114,3,180,0.00,540,270,270,Lucknow,Uttar Pradesh,North,Deepak,Cash
ORD105869,27-01-2025,29-01-2025,C0448,P103,2,800,0.00,1600,900,700,Kochi,Kerala,South,Ritu,UPI
ORD105870,09-04-2025,16-04-2025,C1098,P102,4,12000,5.00,45600,36000,9600,Noida,Uttar Pradesh,North,Ankit,Cash
ORD105871,27-09-2025,30-09-2025,C0849,P112,4,300,25.00,900,680,220,Bhubaneswar,Odisha,East,Neha,Credit Card
ORD105872,17-12-2025,18-12-2025,C1073,P115,7,250,0.00,1750,910,840,Guwahati,Assam,East,Priya,Cash
ORD105873,09-06-2025,13-06-2025,C0775,P103,1,800,15.00,680,450,230,Kolkata,West Bengal,East,Simran,Net Banking
ORD105874,02-12-2025,04-12-2025,C0664,P107,1,3000,20.00,2400,2200,200,Guwahati,Assam,East,Ritu,Net Banking
ORD105875,23-11-2025,28-11-2025,C0180,P108,5,6500,0.00,32500,21500,11000,Jaipur,Rajasthan,North,Deepak,UPI
ORD105876,16-10-2025,20-10-2025,C0837,P103,5,800,5.00,3800,2250,1550,Ahmedabad,Gujarat,West,Ritu,Debit Card
ORD105877,02-06-2025,09-06-2025,C1062,P101,3,55000,10.00,148500,126000,22500,Surat,Gujarat,West,Neha,Cash
ORD105878,12-05-2025,14-05-2025,C0403,P105,4,15000,0.00,60000,44000,16000,Chennai,Tamil Nadu,South,Ritu,UPI
ORD105879,06-02-2025,11-02-2025,C0553,P114,1,180,10.00,162,90,72,Coimbatore,Tamil Nadu,South,Raj,Cash
ORD105880,01-05-2025,06-05-2025,C1164,P115,1,250,20.00,200,130,70,Guwahati,Assam,East,Naveen,Credit Card
ORD105881,11-07-2025,18-07-2025,C0877,P102,5,12000,0.00,60000,45000,15000,Bhubaneswar,Odisha,East,Ritu,Cash
ORD105882,01-02-2025,03-02-2025,C0481,P107,5,3000,5.00,14250,11000,3250,Bhubaneswar,Odisha,East,Deepak,Net Banking
ORD105883,25-11-2025,29-11-2025,C0913,P110,3,7000,20.00,16800,15000,1800,Ahmedabad,Gujarat,West,Ritu,Debit Card
ORD105884,07-04-2025,09-04-2025,C0255,P101,4,55000,20.00,176000,168000,8000,Jaipur,Rajasthan,North,Deepak,Cash
ORD105885,25-11-2025,30-11-2025,C0402,P108,1,6500,10.00,5850,4300,1550,Jaipur,Rajasthan,North,Simran,Credit Card
ORD105886,05-08-2025,08-08-2025,C0820,P105,3,15000,0.00,45000,33000,12000,Patna,Bihar,East,Raj,Debit Card
ORD105887,03-07-2025,08-07-2025,C1129,P109,4,8500,15.00,28900,24400,4500,Ahmedabad,Gujarat,West,Simran,Credit Card
ORD105888,01-06-2025,06-06-2025,C1042,P109,3,8500,30.00,17850,18300,-450,Hyderabad,Telangana,South,Neha,UPI
ORD105889,07-06-2025,08-06-2025,C0206,P103,2,800,30.00,1120,900,220,Hyderabad,Telangana,South,Priya,Net Banking
ORD105890,18-02-2025,25-02-2025,C0996,P106,4,2500,10.00,9000,6800,2200,Surat,Gujarat,West,Naveen,Cash
ORD105891,25-08-2025,27-08-2025,C0274,P105,3,15000,25.00,33750,33000,750,Chennai,Tamil Nadu,South,Karan,Debit Card
ORD105892,04-03-2025,05-03-2025,C0474,P111,4,9500,20.00,30400,28800,1600,Indore,Madhya Pradesh,West,Neha,UPI
ORD105893,30-03-2025,04-04-2025,C1152,P112,5,300,15.00,1275,850,425,Delhi,Delhi,North,Amit,Cash
ORD105894,12-12-2025,19-12-2025,C1100,P104,1,1500,30.00,1050,900,150,Mumbai,Maharashtra,West,Amit,UPI
ORD105895,28-07-2025,03-08-2025,C0747,P110,4,7000,0.00,28000,20000,8000,Chandigarh,Chandigarh,North,Deepak,Debit Card
ORD105896,16-03-2025,21-03-2025,C0551,P105,5,15000,30.00,52500,55000,-2500,Delhi,Delhi,North,Ritu,Net Banking
ORD105897,09-06-2025,10-06-2025,C0425,P108,1,6500,25.00,4875,4300,575,Indore,Madhya Pradesh,West,Naveen,Net Banking
ORD105898,10-01-2025,12-01-2025,C0366,P106,4,2500,15.00,8500,6800,1700,Lucknow,Uttar Pradesh,North,Priya,Credit Card
ORD105899,21-02-2025,25-02-2025,C0993,P104,2,1500,10.00,2700,1800,900,Delhi,Delhi,North,Karan,Net Banking
ORD105900,21-02-2025,26-02-2025,C0543,P103,5,800,30.00,2800,2250,550,Ahmedabad,Gujarat,West,Karan,Cash
ORD105901,20-08-2025,24-08-2025,C0683,P101,1,55000,30.00,38500,42000,-3500,Bhubaneswar,Odisha,East,Karan,UPI
ORD105902,08-10-2025,10-10-2025,C0012,P114,1,180,20.00,144,90,54,Hyderabad,Telangana,South,Karan,Credit Card
ORD105903,26-08-2025,31-08-2025,C0911,P106,1,2500,15.00,2125,1700,425,Pune,Maharashtra,West,Priya,Debit Card
ORD105904,10-02-2025,15-02-2025,C0231,P112,1,300,5.00,285,170,115,Mumbai,Maharashtra,West,Simran,Net Banking
ORD105905,22-07-2025,25-07-2025,C0078,P114,1,180,25.00,135,90,45,Jaipur,Rajasthan,North,Naveen,Credit Card
ORD105906,20-01-2025,24-01-2025,C0332,P106,3,2500,5.00,7125,5100,2025,Lucknow,Uttar Pradesh,North,Naveen,Net Banking
ORD105907,02-10-2025,05-10-2025,C0981,P113,1,120,10.00,108,60,48,Bengaluru,Karnataka,South,Amit,Credit Card
ORD105908,08-03-2025,11-03-2025,C0416,P102,5,12000,15.00,51000,45000,6000,Ahmedabad,Gujarat,West,Ritu,Debit Card
ORD105909,18-05-2025,25-05-2025,C0625,P114,5,180,30.00,630,450,180,Lucknow,Uttar Pradesh,North,Simran,Cash
ORD105910,12-11-2025,19-11-2025,C0243,P104,4,1500,25.00,4500,3600,900,Noida,Uttar Pradesh,North,Amit,Cash
ORD105911,23-10-2025,24-10-2025,C0259,P104,2,1500,10.00,2700,1800,900,Jaipur,Rajasthan,North,Ankit,Cash
ORD105912,11-02-2025,16-02-2025,C0885,P105,4,15000,20.00,48000,44000,4000,Ranchi,Jharkhand,East,Amit,Credit Card
ORD105913,04-01-2025,08-01-2025,C0092,P108,5,6500,25.00,24375,21500,2875,Ranchi,Jharkhand,East,Neha,Net Banking
ORD105914,14-05-2025,21-05-2025,C0851,P114,1,180,15.00,153,90,63,Delhi,Delhi,North,Naveen,Credit Card
ORD105915,20-11-2025,21-11-2025,C0521,P110,5,7000,25.00,26250,25000,1250,Coimbatore,Tamil Nadu,South,Ritu,UPI
ORD105916,04-02-2025,11-02-2025,C0284,P111,5,9500,5.00,45125,36000,9125,Ahmedabad,Gujarat,West,Deepak,Net Banking
ORD105917,14-05-2025,15-05-2025,C0414,P113,2,120,25.00,180,120,60,Bhubaneswar,Odisha,East,Deepak,Credit Card
ORD105918,26-06-2025,30-06-2025,C0419,P115,4,250,0.00,1000,520,480,Ahmedabad,Gujarat,West,Ankit,UPI
